action step time valid done rdy ack
producer 1418 4147.632650571242 1 0 0 1
consumer 1419 4150.227322719822 1 1 0 1
reciever 1420 4150.361467335437 1 1 0 0
sender 1421 4150.383811693105 1 1 1 0
consumer 1422 4151.140674535238 1 0 1 0
reciever 1423 4152.495753661369 1 0 1 1
sender 1424 4153.087635838211 1 0 0 1
consumer 1425 4157.98698850039 1 1 0 1
reciever 1426 4158.481542660602 1 1 0 0
sender 1427 4161.143919631436 1 1 1 0
consumer 1428 4168.346357425374 1 0 1 0
reciever 1429 4169.930702058817 1 0 1 1
sender 1430 4170.988287882398 1 0 0 1
producer 1431 4176.889913861296 0 0 0 1
producer 1432 4178.292834037042 1 0 0 1
producer 1433 4195.334425021256 0 0 0 1
producer 1434 4195.543428824144 1 0 0 1
consumer 1435 4196.077107521266 1 1 0 1
reciever 1436 4196.659740737888 1 1 0 0
sender 1437 4196.946251525242 1 1 1 0
consumer 1438 4215.405761334622 1 0 1 0
reciever 1439 4217.38329457889 1 0 1 1
sender 1440 4220.111603863238 1 0 0 1
consumer 1441 4220.169021626411 1 1 0 1
reciever 1442 4220.312233045714 1 1 0 0
sender 1443 4224.018568028615 1 1 1 0
consumer 1444 4230.102509261741 1 0 1 0
reciever 1445 4230.8693812993115 1 0 1 1
sender 1446 4234.015885790374 1 0 0 1
producer 1447 4234.882422742787 0 0 0 1
producer 1448 4238.610341031811 1 0 0 1
consumer 1449 4252.722887553364 1 1 0 1
reciever 1450 4252.886631443986 1 1 0 0
sender 1451 4254.159005970833 1 1 1 0
consumer 1452 4256.137754333535 1 0 1 0
reciever 1453 4256.44436369411 1 0 1 1
consumer 1454 4256.453557056212 1 1 1 1
sender 1455 4257.944555204209 1 1 0 1
producer 1456 4258.650409812709 0 1 0 1
reciever 1457 4259.222051851631 0 1 0 0
consumer 1458 4261.53440266081 0 0 0 0
producer 1459 4272.8765458160415 1 0 0 0
sender 1460 4273.073379453323 1 0 1 0
reciever 1461 4274.63349441036 1 0 1 1
sender 1462 4276.439215003909 1 0 0 1
producer 1463 4277.474041623446 0 0 0 1
consumer 1464 4278.776489663932 0 1 0 1
reciever 1465 4278.958785796892 0 1 0 0
producer 1466 4294.149933106044 1 1 0 0
sender 1467 4294.8181258201 1 1 1 0
consumer 1468 4313.1876555704175 1 0 1 0
reciever 1469 4313.603726759369 1 0 1 1
sender 1470 4314.091017668719 1 0 0 1
consumer 1471 4318.7065055016565 1 1 0 1
reciever 1472 4319.22302124918 1 1 0 0
sender 1473 4319.485837453038 1 1 1 0
[Fault] 1474 4323.344192489319 0 1 1 0
consumer 1475 4331.819403665171 0 0 1 0
reciever 1476 4333.9528030235715 0 0 1 1
sender 1477 4337.0665266104 0 0 0 1
producer 1478 4341.496623458877 1 0 0 1
consumer 1479 4341.6870728208905 1 1 0 1
reciever 1480 4342.066261751813 1 1 0 0
consumer 1481 4342.406131538727 1 0 0 0
sender 1482 4344.358685993922 1 0 1 0
reciever 1483 4344.685845089407 1 0 1 1
sender 1484 4344.932564460331 1 0 0 1
producer 1485 4347.977625077689 0 0 0 1
consumer 1486 4348.364581373527 0 1 0 1
reciever 1487 4348.68778838111 0 1 0 0
producer 1488 4349.509937720268 1 1 0 0
sender 1489 4349.65448457281 1 1 1 0
consumer 1490 4350.235456810608 1 0 1 0
reciever 1491 4351.163049362431 1 0 1 1
sender 1492 4352.020393450579 1 0 0 1
producer 1493 4353.379277080363 0 0 0 1
producer 1494 4356.511372896212 1 0 0 1
producer 1495 4364.759389910468 0 0 0 1
consumer 1496 4367.36795390234 0 1 0 1
reciever 1497 4368.560629924313 0 1 0 0
consumer 1498 4370.743730670748 0 0 0 0
producer 1499 4370.932938820032 1 0 0 0
sender 1500 4371.639217509846 1 0 1 0
reciever 1501 4371.995824430138 1 0 1 1
sender 1502 4373.085423952162 1 0 0 1
consumer 1503 4385.536246284275 1 1 0 1
reciever 1504 4386.362362111694 1 1 0 0
sender 1505 4386.625921739862 1 1 1 0
consumer 1506 4389.692963936592 1 0 1 0
reciever 1507 4389.73045731521 1 0 1 1
sender 1508 4389.924148721701 1 0 0 1
consumer 1509 4396.731736985798 1 1 0 1
reciever 1510 4398.13787238889 1 1 0 0
sender 1511 4399.169261042446 1 1 1 0
consumer 1512 4405.944023496056 1 0 1 0
reciever 1513 4405.950352206041 1 0 1 1
sender 1514 4407.988579586212 1 0 0 1
consumer 1515 4408.97445150394 1 1 0 1
reciever 1516 4412.223666974113 1 1 0 0
sender 1517 4413.201308434334 1 1 1 0
consumer 1518 4434.136000618895 1 0 1 0
reciever 1519 4436.331856913384 1 0 1 1
sender 1520 4438.75798773514 1 0 0 1
consumer 1521 4441.377309823462 1 1 0 1
reciever 1522 4441.81373024445 1 1 0 0
sender 1523 4443.157449719772 1 1 1 0
consumer 1524 4477.561319693441 1 0 1 0
reciever 1525 4478.572035853416 1 0 1 1
sender 1526 4478.931358360861 1 0 0 1
producer 1527 4482.254339268962 0 0 0 1
consumer 1528 4491.976006565787 0 1 0 1
reciever 1529 4494.182742621918 0 1 0 0
consumer 1530 4496.734493832523 0 0 0 0
producer 1531 4506.646885853839 1 0 0 0
sender 1532 4508.015279729794 1 0 1 0
reciever 1533 4508.883064074513 1 0 1 1
sender 1534 4509.098769622577 1 0 0 1
producer 1535 4512.207064859908 0 0 0 1
consumer 1536 4519.997772020476 0 1 0 1
reciever 1537 4520.5889064065905 0 1 0 0
producer 1538 4527.283195101845 1 1 0 0
sender 1539 4527.392849244029 1 1 1 0
consumer 1540 4539.56319561683 1 0 1 0
reciever 1541 4541.921740173973 1 0 1 1
consumer 1542 4541.963636943383 1 1 1 1
sender 1543 4542.644500270631 1 1 0 1
reciever 1544 4545.2623705947435 1 1 0 0
sender 1545 4546.058130295698 1 1 1 0
consumer 1546 4573.0634893180895 1 0 1 0
reciever 1547 4574.4111720952205 1 0 1 1
sender 1548 4575.216302077834 1 0 0 1
producer 1549 4596.464908815632 0 0 0 1
producer 1550 4605.418720205468 1 0 0 1
producer 1551 4631.4589051160165 0 0 0 1
consumer 1552 4633.333422449941 0 1 0 1
reciever 1553 4634.053870353038 0 1 0 0
consumer 1554 4636.192324039955 0 0 0 0
producer 1555 4636.553286609649 1 0 0 0
sender 1556 4636.68872194116 1 0 1 0
reciever 1557 4640.389896556533 1 0 1 1
consumer 1558 4642.314409867003 1 1 1 1
sender 1559 4643.257644233052 1 1 0 1
reciever 1560 4643.691203878036 1 1 0 0
sender 1561 4644.05920606786 1 1 1 0
consumer 1562 4649.147042291326 1 0 1 0
reciever 1563 4650.0670061559595 1 0 1 1
sender 1564 4650.124797947603 1 0 0 1
consumer 1565 4653.011025105828 1 1 0 1
reciever 1566 4653.054886216277 1 1 0 0
sender 1567 4653.145274110865 1 1 1 0
consumer 1568 4664.3081269989925 1 0 1 0
reciever 1569 4664.685170901794 1 0 1 1
sender 1570 4665.851779741282 1 0 0 1
producer 1571 4667.024139941458 0 0 0 1
consumer 1572 4670.3821302383085 0 1 0 1
reciever 1573 4672.076506341186 0 1 0 0
producer 1574 4675.686473528789 1 1 0 0
sender 1575 4676.49226481325 1 1 1 0
consumer 1576 4691.617005766037 1 0 1 0
reciever 1577 4691.816988250905 1 0 1 1
sender 1578 4694.7307587369605 1 0 0 1
consumer 1579 4700.385127665371 1 1 0 1
reciever 1580 4700.840631143493 1 1 0 0
sender 1581 4702.244330190808 1 1 1 0
consumer 1582 4715.9039177387085 1 0 1 0
reciever 1583 4717.349735548048 1 0 1 1
sender 1584 4717.912986993496 1 0 0 1
producer 1585 4722.834608737919 0 0 0 1
producer 1586 4729.141493731973 1 0 0 1
producer 1587 4738.3907997329525 0 0 0 1
producer 1588 4748.415665226186 1 0 0 1
producer 1589 4748.773273666565 0 0 0 1
consumer 1590 4749.686271000397 0 1 0 1
reciever 1591 4750.400096205977 0 1 0 0
producer 1592 4754.279142152728 1 1 0 0
producer 1593 4754.569724146593 0 1 0 0
producer 1594 4756.000656482911 1 1 0 0
sender 1595 4758.034279311509 1 1 1 0
[Fault] 1596 4758.065873134406 0 1 1 0
consumer 1597 4759.8138469814385 0 0 1 0
reciever 1598 4760.599732389242 0 0 1 1
sender 1599 4761.910784063225 0 0 0 1
consumer 1600 4763.408932227267 0 1 0 1
reciever 1601 4766.1912727329845 0 1 0 0
consumer 1602 4775.870025617856 0 0 0 0
producer 1603 4779.457834417116 1 0 0 0
sender 1604 4780.385108595506 1 0 1 0
reciever 1605 4780.501924431715 1 0 1 1
consumer 1606 4780.809823731589 1 1 1 1
sender 1607 4782.516673815834 1 1 0 1
reciever 1608 4782.5412372717665 1 1 0 0
sender 1609 4782.985448724852 1 1 1 0
consumer 1610 4791.899993141906 1 0 1 0
reciever 1611 4792.569569759823 1 0 1 1
sender 1612 4793.092154503251 1 0 0 1
consumer 1613 4810.045012835284 1 1 0 1
reciever 1614 4812.361874560595 1 1 0 0
sender 1615 4812.583219084605 1 1 1 0
consumer 1616 4813.395376718366 1 0 1 0
reciever 1617 4813.532590441112 1 0 1 1
sender 1618 4813.599513102374 1 0 0 1
producer 1619 4820.633409200598 0 0 0 1
consumer 1620 4832.045385907775 0 1 0 1
reciever 1621 4832.669622965333 0 1 0 0
consumer 1622 4837.768782806867 0 0 0 0
producer 1623 4848.873487515035 1 0 0 0
producer 1624 4849.062493622728 0 0 0 0
producer 1625 4865.055853639117 1 0 0 0
sender 1626 4865.665800144076 1 0 1 0
reciever 1627 4866.5155194889 1 0 1 1
sender 1628 4866.838931495586 1 0 0 1
producer 1629 4884.498158481823 0 0 0 1
producer 1630 4887.033440309687 1 0 0 1
consumer 1631 4887.61174639474 1 1 0 1
reciever 1632 4887.965019620137 1 1 0 0
sender 1633 4888.045820565408 1 1 1 0
[Fault] 1634 4893.206395314961 0 1 1 0
consumer 1635 4901.218372156545 0 0 1 0
reciever 1636 4903.716525135472 0 0 1 1
sender 1637 4904.693839631362 0 0 0 1
producer 1638 4905.392942723811 1 0 0 1
consumer 1639 4906.946090630534 1 1 0 1
reciever 1640 4907.184095190671 1 1 0 0
sender 1641 4908.04898069562 1 1 1 0
consumer 1642 4970.409635112085 1 0 1 0
reciever 1643 4971.18151676916 1 0 1 1
sender 1644 4971.489484792878 1 0 0 1
consumer 1645 4972.8710512538955 1 1 0 1
reciever 1646 4973.436257627541 1 1 0 0
sender 1647 4974.158836813467 1 1 1 0
consumer 1648 4988.327929884983 1 0 1 0
reciever 1649 4989.090187816738 1 0 1 1
sender 1650 4990.146409797106 1 0 0 1
producer 1651 4996.068714733 0 0 0 1
consumer 1652 5007.129776042164 0 1 0 1
reciever 1653 5007.835725615873 0 1 0 0
producer 1654 5007.85509764619 1 1 0 0
sender 1655 5009.272163335496 1 1 1 0
consumer 1656 5013.208559887874 1 0 1 0
reciever 1657 5014.574549382819 1 0 1 1
sender 1658 5014.897761643916 1 0 0 1
producer 1659 5021.0219656250465 0 0 0 1
consumer 1660 5025.06781336669 0 1 0 1
reciever 1661 5029.482317009148 0 1 0 0
producer 1662 5050.863509465429 1 1 0 0
sender 1663 5050.947564742821 1 1 1 0
consumer 1664 5053.3103910102345 1 0 1 0
reciever 1665 5053.384320829705 1 0 1 1
sender 1666 5055.498342139215 1 0 0 1
producer 1667 5056.261177341522 0 0 0 1
producer 1668 5059.617851168707 1 0 0 1
consumer 1669 5067.970024980519 1 1 0 1
reciever 1670 5068.236963066729 1 1 0 0
sender 1671 5068.516221256061 1 1 1 0
consumer 1672 5078.04158984998 1 0 1 0
reciever 1673 5079.088007585298 1 0 1 1
sender 1674 5079.102165067994 1 0 0 1
producer 1675 5079.229020108599 0 0 0 1
producer 1676 5084.4802503868805 1 0 0 1
producer 1677 5087.131285879651 0 0 0 1
producer 1678 5092.809120079216 1 0 0 1
producer 1679 5094.0254542664725 0 0 0 1
producer 1680 5096.149776205925 1 0 0 1
consumer 1681 5096.5154854138655 1 1 0 1
producer 1682 5096.9865161546595 0 1 0 1
producer 1683 5097.334797658044 1 1 0 1
reciever 1684 5098.49999115225 1 1 0 0
sender 1685 5099.129463224144 1 1 1 0
consumer 1686 5099.769297121645 1 0 1 0
reciever 1687 5100.649398853828 1 0 1 1
sender 1688 5100.6687826054895 1 0 0 1
consumer 1689 5104.889355269499 1 1 0 1
reciever 1690 5105.072910778279 1 1 0 0
sender 1691 5105.171166118716 1 1 1 0
consumer 1692 5114.589154316156 1 0 1 0
reciever 1693 5115.984794609671 1 0 1 1
sender 1694 5116.931644038446 1 0 0 1
producer 1695 5121.891990640066 0 0 0 1
producer 1696 5128.980144238728 1 0 0 1
producer 1697 5131.229910872841 0 0 0 1
consumer 1698 5132.791612250963 0 1 0 1
reciever 1699 5133.095703720025 0 1 0 0
consumer 1700 5145.732560741779 0 0 0 0
producer 1701 5150.346503809171 1 0 0 0
sender 1702 5150.782014991827 1 0 1 0
reciever 1703 5150.980384917817 1 0 1 1
sender 1704 5152.274139935403 1 0 0 1
producer 1705 5158.896424461566 0 0 0 1
consumer 1706 5159.678329699758 0 1 0 1
reciever 1707 5161.226982473156 0 1 0 0
consumer 1708 5166.692509946273 0 0 0 0
producer 1709 5192.522949396172 1 0 0 0
sender 1710 5193.945798665394 1 0 1 0
reciever 1711 5195.195272215649 1 0 1 1
sender 1712 5196.548608527305 1 0 0 1
producer 1713 5201.078417400205 0 0 0 1
consumer 1714 5203.840144510701 0 1 0 1
reciever 1715 5204.405266155791 0 1 0 0
producer 1716 5212.836321662923 1 1 0 0
sender 1717 5215.65570266468 1 1 1 0
consumer 1718 5220.253489685217 1 0 1 0
reciever 1719 5220.946363057976 1 0 1 1
sender 1720 5222.934928402447 1 0 0 1
producer 1721 5229.6002775603265 0 0 0 1
consumer 1722 5234.1575784591505 0 1 0 1
reciever 1723 5236.226582993554 0 1 0 0
producer 1724 5241.711789590875 1 1 0 0
sender 1725 5241.889111931743 1 1 1 0
consumer 1726 5243.227694694765 1 0 1 0
reciever 1727 5246.8599719800295 1 0 1 1
sender 1728 5248.023578832689 1 0 0 1
producer 1729 5248.578192667744 0 0 0 1
producer 1730 5257.518195357459 1 0 0 1
producer 1731 5266.63686425139 0 0 0 1
producer 1732 5279.621756725451 1 0 0 1
producer 1733 5286.649858038265 0 0 0 1
consumer 1734 5295.952731846515 0 1 0 1
reciever 1735 5297.085429034505 0 1 0 0
consumer 1736 5307.627138644272 0 0 0 0
producer 1737 5311.921509501974 1 0 0 0
producer 1738 5315.221215163518 0 0 0 0
producer 1739 5322.650026422399 1 0 0 0
sender 1740 5322.714649150978 1 0 1 0
reciever 1741 5324.119500599972 1 0 1 1
sender 1742 5325.37092575844 1 0 0 1
consumer 1743 5326.017514751041 1 1 0 1
reciever 1744 5326.083008548988 1 1 0 0
producer 1745 5327.8537398953185 0 1 0 0
producer 1746 5330.491360028291 1 1 0 0
sender 1747 5331.174881719629 1 1 1 0
consumer 1748 5341.583589107152 1 0 1 0
reciever 1749 5342.366470942294 1 0 1 1
sender 1750 5342.463431184101 1 0 0 1
producer 1751 5342.5316143590535 0 0 0 1
consumer 1752 5346.3352222341055 0 1 0 1
reciever 1753 5347.245300732914 0 1 0 0
consumer 1754 5364.839127769451 0 0 0 0
producer 1755 5368.542152688264 1 0 0 0
sender 1756 5370.546841176093 1 0 1 0
reciever 1757 5371.261144186812 1 0 1 1
sender 1758 5371.8702170860015 1 0 0 1
producer 1759 5372.043528839535 0 0 0 1
producer 1760 5373.832552699831 1 0 0 1
producer 1761 5375.0061280544405 0 0 0 1
producer 1762 5381.569589437869 1 0 0 1
producer 1763 5399.997625553906 0 0 0 1
consumer 1764 5401.823193256131 0 1 0 1
reciever 1765 5401.890529362089 0 1 0 0
producer 1766 5416.448787144964 1 1 0 0
producer 1767 5418.584318341084 0 1 0 0
consumer 1768 5419.777015692588 0 0 0 0
producer 1769 5422.533750345003 1 0 0 0
sender 1770 5422.640356083992 1 0 1 0
reciever 1771 5422.925348295235 1 0 1 1
sender 1772 5423.412076560712 1 0 0 1
consumer 1773 5433.924368523078 1 1 0 1
reciever 1774 5434.37906267123 1 1 0 0
sender 1775 5436.629036553464 1 1 1 0
consumer 1776 5460.823353548991 1 0 1 0
[Fault] 1777 5461.2620226580375 0 0 1 0
reciever 1778 5461.59652751262 0 0 1 1
sender 1779 5461.757612212243 0 0 0 1
producer 1780 5468.9602392369725 1 0 0 1
producer 1781 5469.920550256675 0 0 0 1
consumer 1782 5475.094804577912 0 1 0 1
reciever 1783 5476.354463992557 0 1 0 0
producer 1784 5482.081430968989 1 1 0 0
sender 1785 5482.582052683739 1 1 1 0
consumer 1786 5484.114861001803 1 0 1 0
reciever 1787 5484.875097717679 1 0 1 1
sender 1788 5485.089814159828 1 0 0 1
consumer 1789 5499.191245653523 1 1 0 1
reciever 1790 5499.30994687879 1 1 0 0
sender 1791 5499.709142512727 1 1 1 0
[Fault] 1792 5510.947332185596 0 1 1 0
consumer 1793 5513.649087487644 0 0 1 0
reciever 1794 5517.199514240862 0 0 1 1
sender 1795 5517.325645933097 0 0 0 1
producer 1796 5517.557112955803 1 0 0 1
producer 1797 5518.901463152823 0 0 0 1
consumer 1798 5539.449561947401 0 1 0 1
reciever 1799 5543.293045480763 0 1 0 0
consumer 1800 5545.4256992896435 0 0 0 0
producer 1801 5547.36272198836 1 0 0 0
sender 1802 5548.295258739006 1 0 1 0
reciever 1803 5548.693414492331 1 0 1 1
sender 1804 5550.792853254682 1 0 0 1
consumer 1805 5551.018845090643 1 1 0 1
reciever 1806 5551.732807907307 1 1 0 0
producer 1807 5552.824971445879 0 1 0 0
consumer 1808 5562.891857123307 0 0 0 0
producer 1809 5572.296176361894 1 0 0 0
sender 1810 5575.33596661487 1 0 1 0
reciever 1811 5576.625275266851 1 0 1 1
sender 1812 5577.28000905044 1 0 0 1
consumer 1813 5577.367550246983 1 1 0 1
reciever 1814 5577.529686057975 1 1 0 0
consumer 1815 5577.654262545347 1 0 0 0
sender 1816 5579.21206308203 1 0 1 0
reciever 1817 5579.544275954239 1 0 1 1
sender 1818 5579.593736982197 1 0 0 1
producer 1819 5587.123666579656 0 0 0 1
producer 1820 5609.523064566458 1 0 0 1
producer 1821 5613.0843176442695 0 0 0 1
consumer 1822 5615.069593931808 0 1 0 1
reciever 1823 5615.318754304891 0 1 0 0
consumer 1824 5621.88799800562 0 0 0 0
producer 1825 5635.125361821776 1 0 0 0
sender 1826 5635.250569372071 1 0 1 0
reciever 1827 5636.53157116352 1 0 1 1
sender 1828 5637.014164047926 1 0 0 1
producer 1829 5637.432034741736 0 0 0 1
producer 1830 5642.883528899313 1 0 0 1
consumer 1831 5644.238995753013 1 1 0 1
producer 1832 5646.04260789515 0 1 0 1
producer 1833 5647.455649167868 1 1 0 1
reciever 1834 5647.975665546745 1 1 0 0
sender 1835 5649.010483163436 1 1 1 0
consumer 1836 5649.854237259918 1 0 1 0
reciever 1837 5651.711107088313 1 0 1 1
sender 1838 5652.123231661648 1 0 0 1
consumer 1839 5654.36869848577 1 1 0 1
reciever 1840 5657.528345141446 1 1 0 0
producer 1841 5657.782760711301 0 1 0 0
consumer 1842 5664.6098134447875 0 0 0 0
producer 1843 5694.976420034228 1 0 0 0
sender 1844 5695.433746127823 1 0 1 0
reciever 1845 5695.646037532525 1 0 1 1
sender 1846 5696.1899604725395 1 0 0 1
producer 1847 5696.6723965050105 0 0 0 1
consumer 1848 5706.116068010895 0 1 0 1
reciever 1849 5706.513383596217 0 1 0 0
producer 1850 5710.023706191407 1 1 0 0
sender 1851 5710.425011030089 1 1 1 0
consumer 1852 5714.192704363279 1 0 1 0
reciever 1853 5714.395330870791 1 0 1 1
sender 1854 5714.484361114653 1 0 0 1
consumer 1855 5714.937720256793 1 1 0 1
producer 1856 5716.048440706732 0 1 0 1
reciever 1857 5717.379873275377 0 1 0 0
consumer 1858 5727.55966079583 0 0 0 0
producer 1859 5742.9795878753175 1 0 0 0
sender 1860 5743.472658940644 1 0 1 0
reciever 1861 5744.7568208936 1 0 1 1
sender 1862 5744.865908146897 1 0 0 1
producer 1863 5753.824761468166 0 0 0 1
consumer 1864 5764.930740327922 0 1 0 1
reciever 1865 5765.309454578683 0 1 0 0
producer 1866 5769.907206180038 1 1 0 0
sender 1867 5771.8312909923125 1 1 1 0
consumer 1868 5776.015084790361 1 0 1 0
reciever 1869 5776.974114025199 1 0 1 1
sender 1870 5777.95576973296 1 0 0 1
consumer 1871 5785.200219115582 1 1 0 1
reciever 1872 5785.50869369546 1 1 0 0
sender 1873 5787.633903271112 1 1 1 0
consumer 1874 5792.009618419457 1 0 1 0
reciever 1875 5794.284569685765 1 0 1 1
sender 1876 5795.876724802015 1 0 0 1
consumer 1877 5799.254231182707 1 1 0 1
reciever 1878 5800.174912346349 1 1 0 0
sender 1879 5800.371388102638 1 1 1 0
consumer 1880 5801.158376580829 1 0 1 0
reciever 1881 5801.510150193614 1 0 1 1
consumer 1882 5802.429695745895 1 1 1 1
sender 1883 5803.092688149511 1 1 0 1
reciever 1884 5804.303764130615 1 1 0 0
producer 1885 5804.429945896711 0 1 0 0
producer 1886 5804.639053913099 1 1 0 0
sender 1887 5807.193029357941 1 1 1 0
consumer 1888 5841.496487982974 1 0 1 0
reciever 1889 5841.845307377724 1 0 1 1
sender 1890 5842.134924135066 1 0 0 1
producer 1891 5843.287063464623 0 0 0 1
producer 1892 5849.941433823347 1 0 0 1
producer 1893 5856.449538605904 0 0 0 1
producer 1894 5858.979227655793 1 0 0 1
consumer 1895 5870.951886906759 1 1 0 1
reciever 1896 5871.225136480147 1 1 0 0
sender 1897 5871.950803421995 1 1 1 0
[Fault] 1898 5874.913189844975 0 1 1 0
consumer 1899 5874.980720664217 0 0 1 0
reciever 1900 5875.330981913568 0 0 1 1
sender 1901 5876.129063213277 0 0 0 1
producer 1902 5878.631305346109 1 0 0 1
producer 1903 5881.191055867527 0 0 0 1
consumer 1904 5894.710577522559 0 1 0 1
reciever 1905 5894.79857092115 0 1 0 0
consumer 1906 5899.931710351792 0 0 0 0
producer 1907 5901.122814891567 1 0 0 0
sender 1908 5901.231456865774 1 0 1 0
reciever 1909 5902.473900518537 1 0 1 1
sender 1910 5902.617063946378 1 0 0 1
producer 1911 5907.686940709105 0 0 0 1
producer 1912 5918.282052034482 1 0 0 1
consumer 1913 5919.240757661646 1 1 0 1
reciever 1914 5919.434932614886 1 1 0 0
sender 1915 5920.898210776815 1 1 1 0
consumer 1916 5924.185926806852 1 0 1 0
reciever 1917 5925.071478742933 1 0 1 1
sender 1918 5925.695186046106 1 0 0 1
consumer 1919 5936.616397496472 1 1 0 1
producer 1920 5936.68266785683 0 1 0 1
producer 1921 5936.737203624419 1 1 0 1
reciever 1922 5936.786708732749 1 1 0 0
sender 1923 5937.104791783953 1 1 1 0
[Fault] 1924 5944.385649352769 0 1 1 0
consumer 1925 5948.473644638809 0 0 1 0
reciever 1926 5948.734880018532 0 0 1 1
sender 1927 5949.018057233313 0 0 0 1
producer 1928 5958.4090747215705 1 0 0 1
producer 1929 5976.985415221886 0 0 0 1
consumer 1930 5978.925579137456 0 1 0 1
reciever 1931 5979.031001409547 0 1 0 0
consumer 1932 5979.699454362924 0 0 0 0
producer 1933 5993.166148599977 1 0 0 0
sender 1934 5993.723852958975 1 0 1 0
reciever 1935 5993.797415024016 1 0 1 1
sender 1936 5994.450114209378 1 0 0 1
consumer 1937 5996.134343268945 1 1 0 1
reciever 1938 5996.3659834380005 1 1 0 0
sender 1939 5996.895845701699 1 1 1 0
consumer 1940 6009.806270952757 1 0 1 0
reciever 1941 6010.792506808258 1 0 1 1
sender 1942 6010.816844509402 1 0 0 1
consumer 1943 6017.997303568565 1 1 0 1
reciever 1944 6019.700273768737 1 1 0 0
sender 1945 6020.013099647507 1 1 1 0
consumer 1946 6023.056545970801 1 0 1 0
reciever 1947 6023.267408056376 1 0 1 1
sender 1948 6024.2039732283 1 0 0 1
consumer 1949 6027.653647035571 1 1 0 1
reciever 1950 6028.046510152332 1 1 0 0
sender 1951 6029.5119547684 1 1 1 0
consumer 1952 6033.635220186037 1 0 1 0
reciever 1953 6034.81864431491 1 0 1 1
sender 1954 6037.17106547148 1 0 0 1
producer 1955 6038.886839198186 0 0 0 1
producer 1956 6044.673806933322 1 0 0 1
producer 1957 6045.335176297848 0 0 0 1
producer 1958 6047.911760251873 1 0 0 1
producer 1959 6048.198087561081 0 0 0 1
consumer 1960 6050.028748009919 0 1 0 1
reciever 1961 6050.841500650174 0 1 0 0
consumer 1962 6055.691113360762 0 0 0 0
producer 1963 6065.339457016405 1 0 0 0
sender 1964 6065.682642438157 1 0 1 0
reciever 1965 6066.30252001278 1 0 1 1
sender 1966 6066.396688871254 1 0 0 1
consumer 1967 6070.66966815323 1 1 0 1
reciever 1968 6071.64655224754 1 1 0 0
sender 1969 6072.020371490131 1 1 1 0
consumer 1970 6074.1515759681415 1 0 1 0
reciever 1971 6075.68068814316 1 0 1 1
sender 1972 6076.72434173347 1 0 0 1
producer 1973 6077.047015730126 0 0 0 1
consumer 1974 6080.028811930399 0 1 0 1
reciever 1975 6080.6269295940465 0 1 0 0
producer 1976 6081.147031997855 1 1 0 0
sender 1977 6082.118064757203 1 1 1 0
consumer 1978 6085.026336005763 1 0 1 0
reciever 1979 6086.307409262423 1 0 1 1
sender 1980 6086.659543345586 1 0 0 1
producer 1981 6088.6065842579765 0 0 0 1
producer 1982 6092.772297111719 1 0 0 1
producer 1983 6100.831181448744 0 0 0 1
consumer 1984 6101.94498188346 0 1 0 1
reciever 1985 6101.992236339684 0 1 0 0
consumer 1986 6102.765363865659 0 0 0 0
producer 1987 6104.934672986874 1 0 0 0
sender 1988 6104.987896090628 1 0 1 0
reciever 1989 6106.160830113246 1 0 1 1
sender 1990 6108.469831838469 1 0 0 1
producer 1991 6122.374488672389 0 0 0 1
producer 1992 6128.581672228067 1 0 0 1
consumer 1993 6148.269916215735 1 1 0 1
reciever 1994 6149.469924268051 1 1 0 0
sender 1995 6150.932214620836 1 1 1 0
consumer 1996 6154.342448524172 1 0 1 0
reciever 1997 6155.892421459066 1 0 1 1
sender 1998 6156.137518425716 1 0 0 1
consumer 1999 6158.956409681545 1 1 0 1
reciever 2000 6159.0143342299625 1 1 0 0
sender 2001 6161.599665495906 1 1 1 0
[Fault] 2002 6163.172588997919 0 1 1 0
consumer 2003 6185.001319322224 0 0 1 0
reciever 2004 6185.434047515086 0 0 1 1
sender 2005 6185.992580475354 0 0 0 1
producer 2006 6186.857713955282 1 0 0 1
producer 2007 6195.184073705301 0 0 0 1
consumer 2008 6202.865040360757 0 1 0 1
reciever 2009 6204.250808151871 0 1 0 0
consumer 2010 6208.986752677672 0 0 0 0
producer 2011 6215.5558707592645 1 0 0 0
sender 2012 6215.945900947275 1 0 1 0
reciever 2013 6216.077710430899 1 0 1 1
sender 2014 6216.115152742537 1 0 0 1
consumer 2015 6217.342650321598 1 1 0 1
reciever 2016 6218.745416353577 1 1 0 0
sender 2017 6219.004601051253 1 1 1 0
consumer 2018 6223.547129161257 1 0 1 0
reciever 2019 6223.967013803249 1 0 1 1
consumer 2020 6224.545744358703 1 1 1 1
sender 2021 6224.576631910015 1 1 0 1
reciever 2022 6225.748861159519 1 1 0 0
sender 2023 6225.839592400495 1 1 1 0
consumer 2024 6232.1282023449785 1 0 1 0
reciever 2025 6232.7682027569235 1 0 1 1
sender 2026 6234.478763249353 1 0 0 1
producer 2027 6235.932837108057 0 0 0 1
consumer 2028 6243.234826159815 0 1 0 1
reciever 2029 6244.462792352187 0 1 0 0
producer 2030 6247.732777453342 1 1 0 0
sender 2031 6249.207019667799 1 1 1 0
consumer 2032 6251.562378054147 1 0 1 0
reciever 2033 6251.837275697203 1 0 1 1
sender 2034 6254.219600079085 1 0 0 1
consumer 2035 6256.759258216564 1 1 0 1
