action step time valid done rdy ack
reciever 4834 15269.80057656239 1 1 0 0
sender 4835 15270.57869344185 1 1 1 0
consumer 4836 15277.024230828998 1 0 1 0
reciever 4837 15277.713431392085 1 0 1 1
sender 4838 15282.517020530928 1 0 0 1
consumer 4839 15284.27056809441 1 1 0 1
reciever 4840 15286.279483077318 1 1 0 0
sender 4841 15286.621489186877 1 1 1 0
consumer 4842 15307.129827934375 1 0 1 0
reciever 4843 15308.409048399239 1 0 1 1
sender 4844 15309.095000899686 1 0 0 1
consumer 4845 15313.372171419038 1 1 0 1
reciever 4846 15313.554708609447 1 1 0 0
producer 4847 15313.587965672778 0 1 0 0
consumer 4848 15328.618799145335 0 0 0 0
producer 4849 15331.4130699165 1 0 0 0
sender 4850 15332.069380666615 1 0 1 0
reciever 4851 15332.52382937705 1 0 1 1
consumer 4852 15333.337850652446 1 1 1 1
sender 4853 15333.79180657847 1 1 0 1
reciever 4854 15333.868379518288 1 1 0 0
consumer 4855 15335.122388086837 1 0 0 0
producer 4856 15335.473821096291 0 0 0 0
producer 4857 15356.461996190445 1 0 0 0
sender 4858 15357.064172832364 1 0 1 0
reciever 4859 15357.305572596786 1 0 1 1
sender 4860 15357.701038577454 1 0 0 1
consumer 4861 15359.80620218651 1 1 0 1
reciever 4862 15359.9303208607 1 1 0 0
sender 4863 15360.372364174762 1 1 1 0
consumer 4864 15361.953343703542 1 0 1 0
reciever 4865 15361.990152706694 1 0 1 1
sender 4866 15362.868618891624 1 0 0 1
producer 4867 15376.087482232713 0 0 0 1
producer 4868 15376.531776511478 1 0 0 1
producer 4869 15377.288545978352 0 0 0 1
producer 4870 15380.325049976685 1 0 0 1
producer 4871 15387.069682353329 0 0 0 1
producer 4872 15395.917792701159 1 0 0 1
producer 4873 15405.10498763653 0 0 0 1
producer 4874 15413.873863512286 1 0 0 1
consumer 4875 15416.836169613412 1 1 0 1
reciever 4876 15417.8804060294 1 1 0 0
sender 4877 15417.95395749765 1 1 1 0
[Fault] 4878 15421.302003855171 0 1 1 0
consumer 4879 15437.242081087345 0 0 1 0
reciever 4880 15437.450569497207 0 0 1 1
sender 4881 15438.19608811499 0 0 0 1
producer 4882 15441.36191320635 1 0 0 1
consumer 4883 15444.4762347096 1 1 0 1
reciever 4884 15445.592560410216 1 1 0 0
sender 4885 15446.217863821348 1 1 1 0
consumer 4886 15447.230937218987 1 0 1 0
reciever 4887 15448.64686422778 1 0 1 1
sender 4888 15449.093289893872 1 0 0 1
producer 4889 15449.354490890977 0 0 0 1
consumer 4890 15449.396469621885 0 1 0 1
reciever 4891 15449.604813656484 0 1 0 0
producer 4892 15452.490688012344 1 1 0 0
sender 4893 15453.058651313384 1 1 1 0
consumer 4894 15456.7143518569 1 0 1 0
reciever 4895 15457.269958561656 1 0 1 1
sender 4896 15457.709577065742 1 0 0 1
consumer 4897 15458.52446348858 1 1 0 1
reciever 4898 15459.704119099399 1 1 0 0
sender 4899 15459.874614369592 1 1 1 0
consumer 4900 15474.120770770049 1 0 1 0
reciever 4901 15474.476557045233 1 0 1 1
[Fault] 4902 15474.805967927086 0 0 1 1
sender 4903 15475.291089143751 0 0 0 1
producer 4904 15477.55458288985 1 0 0 1
producer 4905 15478.784384447068 0 0 0 1
producer 4906 15481.018242825192 1 0 0 1
consumer 4907 15486.21679491473 1 1 0 1
reciever 4908 15486.713800870364 1 1 0 0
sender 4909 15487.165462527075 1 1 1 0
consumer 4910 15491.76289435969 1 0 1 0
reciever 4911 15492.354082755048 1 0 1 1
sender 4912 15492.689140683731 1 0 0 1
consumer 4913 15496.321201457919 1 1 0 1
reciever 4914 15496.477150975541 1 1 0 0
producer 4915 15496.85406485229 0 1 0 0
consumer 4916 15498.085804072505 0 0 0 0
producer 4917 15506.07541296233 1 0 0 0
sender 4918 15506.43008390577 1 0 1 0
reciever 4919 15507.943317596773 1 0 1 1
sender 4920 15510.822669862662 1 0 0 1
producer 4921 15511.265028061218 0 0 0 1
consumer 4922 15512.132670706053 0 1 0 1
reciever 4923 15512.440850331137 0 1 0 0
consumer 4924 15512.557445037919 0 0 0 0
producer 4925 15512.694830502289 1 0 0 0
sender 4926 15512.759154369984 1 0 1 0
reciever 4927 15514.470325071057 1 0 1 1
sender 4928 15516.854216095844 1 0 0 1
consumer 4929 15520.799148524251 1 1 0 1
reciever 4930 15523.009891013184 1 1 0 0
sender 4931 15523.582773927219 1 1 1 0
consumer 4932 15556.731864276577 1 0 1 0
reciever 4933 15557.707139191925 1 0 1 1
sender 4934 15557.925743860256 1 0 0 1
producer 4935 15557.993793467898 0 0 0 1
producer 4936 15565.922584864218 1 0 0 1
producer 4937 15569.764955187775 0 0 0 1
producer 4938 15575.4713055999 1 0 0 1
consumer 4939 15584.712897775753 1 1 0 1
reciever 4940 15585.756664214494 1 1 0 0
sender 4941 15585.799224816996 1 1 1 0
[Fault] 4942 15587.501439744006 0 1 1 0
consumer 4943 15597.085801813908 0 0 1 0
reciever 4944 15597.542998394447 0 0 1 1
sender 4945 15598.100927434523 0 0 0 1
consumer 4946 15599.993066642272 0 1 0 1
reciever 4947 15602.036912705553 0 1 0 0
producer 4948 15609.53082659759 1 1 0 0
sender 4949 15610.347628799835 1 1 1 0
consumer 4950 15628.78735856941 1 0 1 0
reciever 4951 15629.664714688572 1 0 1 1
sender 4952 15629.97195298157 1 0 0 1
producer 4953 15633.253127189726 0 0 0 1
producer 4954 15638.802408830925 1 0 0 1
consumer 4955 15642.66764713642 1 1 0 1
reciever 4956 15643.71087255017 1 1 0 0
sender 4957 15644.395629060844 1 1 1 0
consumer 4958 15654.993144309623 1 0 1 0
reciever 4959 15654.994781013165 1 0 1 1
sender 4960 15656.013351750391 1 0 0 1
producer 4961 15656.828025145565 0 0 0 1
producer 4962 15659.22656965861 1 0 0 1
producer 4963 15671.812360039588 0 0 0 1
producer 4964 15674.497013183347 1 0 0 1
consumer 4965 15677.6043353246 1 1 0 1
reciever 4966 15678.643765006755 1 1 0 0
sender 4967 15679.070840240307 1 1 1 0
consumer 4968 15689.278910794472 1 0 1 0
reciever 4969 15689.559192723118 1 0 1 1
sender 4970 15690.075610197353 1 0 0 1
consumer 4971 15691.618364007558 1 1 0 1
reciever 4972 15692.411817951966 1 1 0 0
sender 4973 15694.26705905855 1 1 1 0
consumer 4974 15701.06444934421 1 0 1 0
reciever 4975 15702.98323749838 1 0 1 1
sender 4976 15703.822383372828 1 0 0 1
producer 4977 15705.917635611577 0 0 0 1
producer 4978 15711.367207531468 1 0 0 1
consumer 4979 15712.744501947154 1 1 0 1
reciever 4980 15714.530650971403 1 1 0 0
sender 4981 15714.803887390633 1 1 1 0
[Fault] 4982 15718.286128562555 0 1 1 0
consumer 4983 15724.82321132284 0 0 1 0
reciever 4984 15725.262393939101 0 0 1 1
sender 4985 15725.922283874208 0 0 0 1
consumer 4986 15732.157343672294 0 1 0 1
reciever 4987 15734.695306454856 0 1 0 0
consumer 4988 15735.903156318245 0 0 0 0
producer 4989 15741.70085926791 1 0 0 0
sender 4990 15742.768320170604 1 0 1 0
reciever 4991 15742.88843824585 1 0 1 1
sender 4992 15743.326667751673 1 0 0 1
consumer 4993 15744.972866032247 1 1 0 1
reciever 4994 15745.366214755282 1 1 0 0
sender 4995 15748.194179392833 1 1 1 0
consumer 4996 15749.645863896643 1 0 1 0
reciever 4997 15750.624438519637 1 0 1 1
sender 4998 15751.231841908126 1 0 0 1
consumer 4999 15752.909205300792 1 1 0 1
reciever 5000 15755.095793587338 1 1 0 0
consumer 5001 15755.349208834534 1 0 0 0
sender 5002 15756.210143330254 1 0 1 0
reciever 5003 15760.010031066167 1 0 1 1
consumer 5004 15760.900808841194 1 1 1 1
sender 5005 15761.98632168581 1 1 0 1
reciever 5006 15763.115202178004 1 1 0 0
sender 5007 15763.575095667868 1 1 1 0
consumer 5008 15769.663236725946 1 0 1 0
reciever 5009 15770.192574623778 1 0 1 1
sender 5010 15770.602317000523 1 0 0 1
consumer 5011 15772.201198163615 1 1 0 1
reciever 5012 15772.809006882095 1 1 0 0
sender 5013 15772.944123093102 1 1 1 0
consumer 5014 15773.728263934601 1 0 1 0
reciever 5015 15774.256940860641 1 0 1 1
sender 5016 15777.623786880353 1 0 0 1
consumer 5017 15780.819656376845 1 1 0 1
reciever 5018 15780.82046472619 1 1 0 0
sender 5019 15781.56049400369 1 1 1 0
consumer 5020 15783.530425364926 1 0 1 0
reciever 5021 15784.037398708691 1 0 1 1
consumer 5022 15786.575621192862 1 1 1 1
sender 5023 15787.999721777203 1 1 0 1
producer 5024 15788.551250125382 0 1 0 1
reciever 5025 15788.897208978055 0 1 0 0
consumer 5026 15791.655845238869 0 0 0 0
producer 5027 15807.823337589129 1 0 0 0
sender 5028 15808.774517029944 1 0 1 0
reciever 5029 15809.106353721156 1 0 1 1
sender 5030 15809.199678921817 1 0 0 1
producer 5031 15814.779724097903 0 0 0 1
producer 5032 15817.577190247126 1 0 0 1
consumer 5033 15827.587489851485 1 1 0 1
reciever 5034 15828.136739874999 1 1 0 0
sender 5035 15828.436492059294 1 1 1 0
consumer 5036 15848.331170349255 1 0 1 0
reciever 5037 15849.793236584674 1 0 1 1
consumer 5038 15850.102317591429 1 1 1 1
sender 5039 15850.207210921168 1 1 0 1
reciever 5040 15851.586124355725 1 1 0 0
sender 5041 15852.275357571063 1 1 1 0
consumer 5042 15865.990899264409 1 0 1 0
reciever 5043 15867.853616855411 1 0 1 1
sender 5044 15867.979254654187 1 0 0 1
consumer 5045 15874.642719364463 1 1 0 1
reciever 5046 15874.865937022294 1 1 0 0
sender 5047 15875.677021048943 1 1 1 0
consumer 5048 15891.973662212533 1 0 1 0
reciever 5049 15893.826782597638 1 0 1 1
sender 5050 15894.017127363866 1 0 0 1
producer 5051 15896.054540185713 0 0 0 1
consumer 5052 15917.303114124155 0 1 0 1
reciever 5053 15917.671144255597 0 1 0 0
consumer 5054 15919.083142429186 0 0 0 0
producer 5055 15936.91329616353 1 0 0 0
sender 5056 15937.158863713637 1 0 1 0
reciever 5057 15937.700140834706 1 0 1 1
sender 5058 15938.650371196385 1 0 0 1
consumer 5059 15945.929861259061 1 1 0 1
reciever 5060 15947.184744140848 1 1 0 0
producer 5061 15947.617130680566 0 1 0 0
consumer 5062 15952.369282294947 0 0 0 0
producer 5063 15956.249123643824 1 0 0 0
sender 5064 15956.543371815362 1 0 1 0
reciever 5065 15956.550249071208 1 0 1 1
sender 5066 15957.21938291287 1 0 0 1
consumer 5067 15959.026988521302 1 1 0 1
reciever 5068 15959.729625858621 1 1 0 0
sender 5069 15961.017294421767 1 1 1 0
consumer 5070 15961.604550531008 1 0 1 0
reciever 5071 15963.33080747675 1 0 1 1
sender 5072 15963.44861495412 1 0 0 1
consumer 5073 15968.987943507833 1 1 0 1
reciever 5074 15969.37704055267 1 1 0 0
sender 5075 15970.431888556051 1 1 1 0
consumer 5076 15971.14812588137 1 0 1 0
reciever 5077 15971.565366278499 1 0 1 1
sender 5078 15972.389729119655 1 0 0 1
producer 5079 15972.561742703116 0 0 0 1
consumer 5080 15972.83666443624 0 1 0 1
reciever 5081 15973.609512343803 0 1 0 0
consumer 5082 15974.418755769151 0 0 0 0
producer 5083 15996.295461695361 1 0 0 0
sender 5084 15996.360403494553 1 0 1 0
reciever 5085 15996.491056922878 1 0 1 1
sender 5086 15996.66945076526 1 0 0 1
consumer 5087 16000.515036511964 1 1 0 1
producer 5088 16003.160416724333 0 1 0 1
reciever 5089 16003.898301306162 0 1 0 0
consumer 5090 16016.151519877832 0 0 0 0
producer 5091 16022.470184537442 1 0 0 0
sender 5092 16022.63039901955 1 0 1 0
reciever 5093 16022.679148446208 1 0 1 1
sender 5094 16022.878607715425 1 0 0 1
producer 5095 16031.12624864797 0 0 0 1
consumer 5096 16031.789314889958 0 1 0 1
reciever 5097 16032.767781205463 0 1 0 0
consumer 5098 16034.92504137998 0 0 0 0
producer 5099 16040.947972532733 1 0 0 0
sender 5100 16041.11233340206 1 0 1 0
reciever 5101 16042.152015992058 1 0 1 1
sender 5102 16046.594304066122 1 0 0 1
producer 5103 16048.883383216526 0 0 0 1
producer 5104 16058.051966822843 1 0 0 1
consumer 5105 16059.367816276219 1 1 0 1
reciever 5106 16060.613291988566 1 1 0 0
sender 5107 16061.25865922858 1 1 1 0
consumer 5108 16065.325657976853 1 0 1 0
reciever 5109 16066.989092722326 1 0 1 1
sender 5110 16068.284110197174 1 0 0 1
producer 5111 16073.832697176667 0 0 0 1
producer 5112 16082.326603907928 1 0 0 1
producer 5113 16090.027790261964 0 0 0 1
producer 5114 16090.34246556243 1 0 0 1
consumer 5115 16091.398311006715 1 1 0 1
reciever 5116 16093.017353049761 1 1 0 0
producer 5117 16093.859850591552 0 1 0 0
consumer 5118 16095.407300020011 0 0 0 0
producer 5119 16097.755655738682 1 0 0 0
producer 5120 16097.868278456057 0 0 0 0
producer 5121 16098.488501582284 1 0 0 0
sender 5122 16099.446054083633 1 0 1 0
reciever 5123 16099.794104245519 1 0 1 1
sender 5124 16101.114691807194 1 0 0 1
producer 5125 16101.962871071717 0 0 0 1
consumer 5126 16102.481313951306 0 1 0 1
reciever 5127 16103.62926123904 0 1 0 0
producer 5128 16109.13805016916 1 1 0 0
sender 5129 16109.976058336197 1 1 1 0
consumer 5130 16120.664949873624 1 0 1 0
reciever 5131 16124.353537366631 1 0 1 1
sender 5132 16124.883671457817 1 0 0 1
producer 5133 16131.548436614163 0 0 0 1
consumer 5134 16132.69877282855 0 1 0 1
reciever 5135 16133.724553185324 0 1 0 0
consumer 5136 16135.654682831107 0 0 0 0
producer 5137 16138.18319347741 1 0 0 0
sender 5138 16138.47311312201 1 0 1 0
reciever 5139 16139.325236046006 1 0 1 1
sender 5140 16139.689964389861 1 0 0 1
producer 5141 16139.779097939283 0 0 0 1
consumer 5142 16143.292625439577 0 1 0 1
reciever 5143 16143.502070056882 0 1 0 0
consumer 5144 16146.310218091514 0 0 0 0
producer 5145 16159.709612465866 1 0 0 0
sender 5146 16161.236249995238 1 0 1 0
reciever 5147 16164.986547159591 1 0 1 1
sender 5148 16167.019816838761 1 0 0 1
consumer 5149 16170.848587685845 1 1 0 1
producer 5150 16173.122456233928 0 1 0 1
reciever 5151 16173.509390844878 0 1 0 0
producer 5152 16184.074876605822 1 1 0 0
sender 5153 16184.162543240749 1 1 1 0
consumer 5154 16199.695710059106 1 0 1 0
reciever 5155 16199.739653080667 1 0 1 1
sender 5156 16201.039109167516 1 0 0 1
consumer 5157 16204.302636887005 1 1 0 1
producer 5158 16206.97432872034 0 1 0 1
reciever 5159 16207.324777459276 0 1 0 0
consumer 5160 16207.519135012748 0 0 0 0
producer 5161 16221.454882019025 1 0 0 0
sender 5162 16221.714794854564 1 0 1 0
reciever 5163 16221.768564013037 1 0 1 1
sender 5164 16221.898048225352 1 0 0 1
consumer 5165 16223.810723917182 1 1 0 1
reciever 5166 16223.875364632733 1 1 0 0
sender 5167 16224.585472921592 1 1 1 0
consumer 5168 16236.494055511801 1 0 1 0
reciever 5169 16236.629179501268 1 0 1 1
consumer 5170 16236.977003020707 1 1 1 1
sender 5171 16238.062177141306 1 1 0 1
reciever 5172 16238.215905078923 1 1 0 0
sender 5173 16239.47928990243 1 1 1 0
consumer 5174 16244.467245827065 1 0 1 0
reciever 5175 16246.176507029913 1 0 1 1
sender 5176 16247.202774234225 1 0 0 1
consumer 5177 16247.725167802986 1 1 0 1
reciever 5178 16248.086801605015 1 1 0 0
sender 5179 16248.766949563764 1 1 1 0
consumer 5180 16252.99830235651 1 0 1 0
reciever 5181 16254.727036061304 1 0 1 1
sender 5182 16254.746523512431 1 0 0 1
consumer 5183 16263.211783411225 1 1 0 1
reciever 5184 16263.346401751236 1 1 0 0
sender 5185 16263.369343810324 1 1 1 0
consumer 5186 16279.19868658949 1 0 1 0
reciever 5187 16287.471388672024 1 0 1 1
sender 5188 16288.111643036471 1 0 0 1
consumer 5189 16303.385804964964 1 1 0 1
reciever 5190 16303.535717183328 1 1 0 0
sender 5191 16304.11319072454 1 1 1 0
consumer 5192 16306.455998110214 1 0 1 0
reciever 5193 16306.65934665436 1 0 1 1
sender 5194 16307.734308563317 1 0 0 1
consumer 5195 16313.991762743033 1 1 0 1
reciever 5196 16316.782638507866 1 1 0 0
sender 5197 16317.61924231557 1 1 1 0
consumer 5198 16320.325791711939 1 0 1 0
reciever 5199 16323.116918148811 1 0 1 1
sender 5200 16323.332338963457 1 0 0 1
consumer 5201 16328.979983226125 1 1 0 1
reciever 5202 16329.185459936276 1 1 0 0
sender 5203 16329.341461180093 1 1 1 0
consumer 5204 16340.764819355436 1 0 1 0
reciever 5205 16342.758755243314 1 0 1 1
sender 5206 16343.448064006137 1 0 0 1
producer 5207 16347.952296679276 0 0 0 1
producer 5208 16348.669097438202 1 0 0 1
producer 5209 16353.886244211672 0 0 0 1
consumer 5210 16366.87132988071 0 1 0 1
reciever 5211 16366.902786643395 0 1 0 0
consumer 5212 16369.051664222086 0 0 0 0
producer 5213 16369.236958281796 1 0 0 0
sender 5214 16369.404819190844 1 0 1 0
reciever 5215 16372.183734962551 1 0 1 1
consumer 5216 16372.507889649694 1 1 1 1
sender 5217 16374.876065517006 1 1 0 1
reciever 5218 16375.334629569708 1 1 0 0
sender 5219 16376.806401735963 1 1 1 0
consumer 5220 16389.570973762347 1 0 1 0
reciever 5221 16390.539988723904 1 0 1 1
sender 5222 16392.174633372688 1 0 0 1
consumer 5223 16394.09304895978 1 1 0 1
reciever 5224 16394.802442913773 1 1 0 0
sender 5225 16395.808842217666 1 1 1 0
consumer 5226 16401.88626903578 1 0 1 0
reciever 5227 16402.04870707185 1 0 1 1
sender 5228 16402.154851446925 1 0 0 1
consumer 5229 16402.157368906494 1 1 0 1
reciever 5230 16402.763529636955 1 1 0 0
sender 5231 16404.57142558316 1 1 1 0
consumer 5232 16413.75216292674 1 0 1 0
reciever 5233 16414.56318822483 1 0 1 1
sender 5234 16414.637140603874 1 0 0 1
producer 5235 16433.785287928775 0 0 0 1
producer 5236 16434.54453103821 1 0 0 1
producer 5237 16436.316121654632 0 0 0 1
producer 5238 16438.921277103167 1 0 0 1
consumer 5239 16442.296578183308 1 1 0 1
reciever 5240 16443.678396458716 1 1 0 0
sender 5241 16444.693626487533 1 1 1 0
consumer 5242 16456.088079891066 1 0 1 0
reciever 5243 16456.497620255803 1 0 1 1
sender 5244 16456.919319923196 1 0 0 1
consumer 5245 16457.86878398901 1 1 0 1
reciever 5246 16458.153706306795 1 1 0 0
sender 5247 16458.527820521 1 1 1 0
consumer 5248 16460.513700188458 1 0 1 0
reciever 5249 16460.68787874072 1 0 1 1
sender 5250 16460.908232204532 1 0 0 1
consumer 5251 16462.31626777501 1 1 0 1
reciever 5252 16463.094557060653 1 1 0 0
sender 5253 16463.77750864787 1 1 1 0
consumer 5254 16468.29028458085 1 0 1 0
reciever 5255 16468.371385857918 1 0 1 1
sender 5256 16469.11746234793 1 0 0 1
producer 5257 16470.39356006152 0 0 0 1
consumer 5258 16474.50680169098 0 1 0 1
reciever 5259 16475.33922046789 0 1 0 0
producer 5260 16486.504337547864 1 1 0 0
sender 5261 16487.340695299223 1 1 1 0
consumer 5262 16490.855854390382 1 0 1 0
reciever 5263 16491.27934821091 1 0 1 1
sender 5264 16491.858224157862 1 0 0 1
producer 5265 16501.751900102023 0 0 0 1
producer 5266 16511.046404880664 1 0 0 1
consumer 5267 16514.557157395604 1 1 0 1
reciever 5268 16515.34818897695 1 1 0 0
sender 5269 16516.308832280738 1 1 1 0
consumer 5270 16520.27018000317 1 0 1 0
reciever 5271 16520.424817861247 1 0 1 1
sender 5272 16522.90789583245 1 0 0 1
producer 5273 16526.472932915236 0 0 0 1
consumer 5274 16528.683168951622 0 1 0 1
reciever 5275 16530.446127519637 0 1 0 0
producer 5276 16532.62939258088 1 1 0 0
sender 5277 16533.53988585915 1 1 1 0
consumer 5278 16534.111312171983 1 0 1 0
reciever 5279 16535.603008927614 1 0 1 1
sender 5280 16536.809439183915 1 0 0 1
consumer 5281 16538.173760016587 1 1 0 1
reciever 5282 16540.216432471392 1 1 0 0
sender 5283 16543.1075941408 1 1 1 0
consumer 5284 16546.398170164986 1 0 1 0
reciever 5285 16546.458764578023 1 0 1 1
sender 5286 16547.430829675417 1 0 0 1
consumer 5287 16554.200347131064 1 1 0 1
reciever 5288 16554.263022379375 1 1 0 0
sender 5289 16554.43593717189 1 1 1 0
consumer 5290 16568.23619212402 1 0 1 0
reciever 5291 16568.435904420963 1 0 1 1
sender 5292 16572.371295101726 1 0 0 1
consumer 5293 16573.011701516043 1 1 0 1
producer 5294 16573.086906874283 0 1 0 1
reciever 5295 16573.273058276227 0 1 0 0
producer 5296 16579.43888660473 1 1 0 0
sender 5297 16579.486435534745 1 1 1 0
consumer 5298 16592.35979080266 1 0 1 0
reciever 5299 16592.474761265148 1 0 1 1
sender 5300 16593.056125370527 1 0 0 1
producer 5301 16596.62559007923 0 0 0 1
consumer 5302 16602.57937875397 0 1 0 1
reciever 5303 16602.62959877699 0 1 0 0
consumer 5304 16610.14487783485 0 0 0 0
producer 5305 16626.022438655793 1 0 0 0
sender 5306 16626.172834779678 1 0 1 0
reciever 5307 16626.21806693409 1 0 1 1
sender 5308 16626.67376809668 1 0 0 1
producer 5309 16636.59377368475 0 0 0 1
producer 5310 16639.30999079511 1 0 0 1
consumer 5311 16643.727664178332 1 1 0 1
reciever 5312 16643.756538424313 1 1 0 0
sender 5313 16645.260686563324 1 1 1 0
consumer 5314 16663.605940120502 1 0 1 0
reciever 5315 16666.279992936277 1 0 1 1
sender 5316 16669.02402205552 1 0 0 1
producer 5317 16681.069962782367 0 0 0 1
producer 5318 16691.552590220523 1 0 0 1
consumer 5319 16692.025942140164 1 1 0 1
reciever 5320 16693.713758667953 1 1 0 0
consumer 5321 16695.50102007092 1 0 0 0
sender 5322 16695.76652900725 1 0 1 0
reciever 5323 16696.078776540642 1 0 1 1
sender 5324 16696.89169382245 1 0 0 1
consumer 5325 16697.33718740689 1 1 0 1
reciever 5326 16697.80865599602 1 1 0 0
sender 5327 16699.031990183015 1 1 1 0
consumer 5328 16700.672656166622 1 0 1 0
reciever 5329 16700.752511953862 1 0 1 1
sender 5330 16700.781526761708 1 0 0 1
consumer 5331 16712.3562254753 1 1 0 1
producer 5332 16713.192254346224 0 1 0 1
reciever 5333 16713.470837635592 0 1 0 0
consumer 5334 16718.325941083393 0 0 0 0
producer 5335 16735.593928580976 1 0 0 0
sender 5336 16736.882152818787 1 0 1 0
reciever 5337 16737.33438549185 1 0 1 1
consumer 5338 16738.619765826894 1 1 1 1
sender 5339 16738.63634314316 1 1 0 1
reciever 5340 16739.32057371587 1 1 0 0
sender 5341 16739.90996792134 1 1 1 0
[Fault] 5342 16761.848246313788 0 1 1 0
consumer 5343 16776.686123012838 0 0 1 0
reciever 5344 16776.732817612967 0 0 1 1
sender 5345 16776.995112684606 0 0 0 1
producer 5346 16779.792296439748 1 0 0 1
producer 5347 16783.4880588426 0 0 0 1
producer 5348 16791.17404993341 1 0 0 1
consumer 5349 16796.44801725119 1 1 0 1
reciever 5350 16796.63768702233 1 1 0 0
sender 5351 16798.660576202004 1 1 1 0
consumer 5352 16800.753371118037 1 0 1 0
reciever 5353 16802.220907536124 1 0 1 1
sender 5354 16804.05370233037 1 0 0 1
consumer 5355 16804.523601186313 1 1 0 1
reciever 5356 16805.27652755094 1 1 0 0
sender 5357 16807.12781626007 1 1 1 0
consumer 5358 16828.519591649012 1 0 1 0
[Fault] 5359 16829.18669127231 0 0 1 0
reciever 5360 16829.819237405405 0 0 1 1
sender 5361 16830.340847608568 0 0 0 1
producer 5362 16837.724387721617 1 0 0 1
producer 5363 16841.64562941437 0 0 0 1
producer 5364 16845.144301876215 1 0 0 1
producer 5365 16849.41783649536 0 0 0 1
producer 5366 16851.5846682146 1 0 0 1
consumer 5367 16853.19942982022 1 1 0 1
reciever 5368 16853.28151418029 1 1 0 0
sender 5369 16854.053984962535 1 1 1 0
consumer 5370 16872.460913890118 1 0 1 0
reciever 5371 16872.709545632006 1 0 1 1
sender 5372 16872.880481941756 1 0 0 1
consumer 5373 16887.8990788738 1 1 0 1
reciever 5374 16888.390819065127 1 1 0 0
sender 5375 16890.86414082298 1 1 1 0
consumer 5376 16895.000526562835 1 0 1 0
reciever 5377 16895.346058405128 1 0 1 1
sender 5378 16895.522087413254 1 0 0 1
consumer 5379 16897.000414614075 1 1 0 1
reciever 5380 16897.088913674594 1 1 0 0
sender 5381 16897.914759276533 1 1 1 0
[Fault] 5382 16899.000274663635 0 1 1 0
consumer 5383 16900.050495600368 0 0 1 0
reciever 5384 16900.13202136259 0 0 1 1
sender 5385 16901.644830444427 0 0 0 1
producer 5386 16912.54167947345 1 0 0 1
producer 5387 16916.170620489374 0 0 0 1
producer 5388 16918.001034241486 1 0 0 1
producer 5389 16923.866416546323 0 0 0 1
producer 5390 16937.741378723862 1 0 0 1
producer 5391 16942.382947819824 0 0 0 1
producer 5392 16942.46993297999 1 0 0 1
consumer 5393 16944.283228682325 1 1 0 1
reciever 5394 16944.59177511081 1 1 0 0
sender 5395 16945.215351108774 1 1 1 0
consumer 5396 16950.668430408317 1 0 1 0
reciever 5397 16952.244560626164 1 0 1 1
sender 5398 16952.61533281664 1 0 0 1
producer 5399 16956.22336306978 0 0 0 1
consumer 5400 16961.41369691951 0 1 0 1
reciever 5401 16963.480798163204 0 1 0 0
consumer 5402 16965.115266457997 0 0 0 0
producer 5403 16984.57763198217 1 0 0 0
sender 5404 16985.603471003735 1 0 1 0
reciever 5405 16990.466237640267 1 0 1 1
sender 5406 16991.368590279348 1 0 0 1
consumer 5407 16994.463463168875 1 1 0 1
reciever 5408 16996.779918320888 1 1 0 0
sender 5409 16999.085264275094 1 1 1 0
consumer 5410 17005.437735070915 1 0 1 0
reciever 5411 17007.136743384464 1 0 1 1
sender 5412 17007.754697431355 1 0 0 1
consumer 5413 17010.727222115438 1 1 0 1
reciever 5414 17011.863025447517 1 1 0 0
sender 5415 17015.331624940794 1 1 1 0
consumer 5416 17017.185538344944 1 0 1 0
reciever 5417 17017.77185480742 1 0 1 1
sender 5418 17019.98517744626 1 0 0 1
consumer 5419 17021.669526345016 1 1 0 1
reciever 5420 17022.801492299473 1 1 0 0
sender 5421 17023.31350209872 1 1 1 0
consumer 5422 17042.735455633527 1 0 1 0
reciever 5423 17042.785024795623 1 0 1 1
consumer 5424 17044.55642242715 1 1 1 1
sender 5425 17045.013086798095 1 1 0 1
reciever 5426 17046.369163605083 1 1 0 0
consumer 5427 17046.909373594335 1 0 0 0
sender 5428 17047.403002838833 1 0 1 0
reciever 5429 17050.67492291339 1 0 1 1
sender 5430 17051.957306854343 1 0 0 1
consumer 5431 17054.943222636175 1 1 0 1
reciever 5432 17055.758045085866 1 1 0 0
sender 5433 17055.772699985482 1 1 1 0
consumer 5434 17068.02403528311 1 0 1 0
reciever 5435 17068.467043974386 1 0 1 1
sender 5436 17070.264989874675 1 0 0 1
producer 5437 17078.637290968054 0 0 0 1
producer 5438 17079.434610433163 1 0 0 1
consumer 5439 17088.23464560973 1 1 0 1
reciever 5440 17089.361542220777 1 1 0 0
sender 5441 17090.021454066242 1 1 1 0
consumer 5442 17094.254972634495 1 0 1 0
reciever 5443 17095.23442704857 1 0 1 1
sender 5444 17095.36421373755 1 0 0 1
consumer 5445 17097.170651563836 1 1 0 1
producer 5446 17097.345601801913 0 1 0 1
reciever 5447 17099.264044732896 0 1 0 0
consumer 5448 17101.110125826664 0 0 0 0
producer 5449 17104.875135594557 1 0 0 0
producer 5450 17104.885618254957 0 0 0 0
producer 5451 17107.27948371999 1 0 0 0
sender 5452 17108.126991193898 1 0 1 0
